,Unnamed: 0,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,AGE_RANGE,DAYS_EMPLOYED_RANGE,DAYS_REGISTRATION_RANGE,DAYS_ID_PUBLISH_RANGE,DAYS_LAST_PHONE_CHANGE_RANGE,AGE_RANGE_D,TARGET_D
625,625,100715,0.0,Cash loans,M,Y,Y,0,126000.0,337500.0,13549.5,337500.0,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,0.026392,18.0,1,1,1,1,0,0,Laborers,2.0,2,2,MONDAY,12,0,0,0,0,0,0,Industry: type 1,0.5061548086628039,0.0028123027588958,0.2091546988410069,0.0186,0.0765,0.9866,0.7552,0.0213,0.0,0.1034,0.0417,0.2083,0.3995,0.0756,0.0164,0.0,0.0,0.0189,0.0749,0.9866,0.7648,0.0192,0.0,0.1034,0.0417,0.2083,0.4086,0.0771,0.0171,0.0,0.0,0.0187,0.0761,0.9866,0.7585,0.021,0.0,0.1034,0.0417,0.2083,0.4065,0.077,0.0167,0.0,0.0,reg oper account,block of flats,0.0129,"Stone, brick",No,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,1,3,1,entre 50-65 ans,credit non remboursé
626,626,100716,0.0,Cash loans,F,Y,N,1,135000.0,761067.0,60259.5,657000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,With parents,0.018801,20.0,1,1,0,1,0,0,Laborers,3.0,2,2,SATURDAY,13,0,0,0,0,0,0,Business Entity Type 3,0.4645496632652224,0.3184658179977818,0.7295666907060153,0.0928,0.0884,0.9762,0.6736,0.0158,0.0,0.2069,0.1667,0.2083,0.0774,0.0756,0.0868,0.0,0.0,0.0945,0.091,0.9757,0.6798,0.0131,0.0,0.2069,0.1667,0.2083,0.0735,0.0826,0.0902,0.0,0.0,0.0937,0.0884,0.9762,0.6779999999999999,0.0159,0.0,0.2069,0.1667,0.2083,0.0787,0.077,0.0883,0.0,0.0,reg oper spec account,block of flats,0.0681,Panel,No,1.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,2,3,4,4,3,entre 27-40 ans,credit non remboursé
627,627,100717,1.0,Cash loans,M,N,Y,0,135000.0,284400.0,13833.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.020246,9.0,1,1,1,1,0,1,High skill tech staff,2.0,3,3,FRIDAY,10,1,1,0,1,1,0,Security,0.5486644779723733,0.2235704153993687,0.5334816299804352,0.0206,0.0765,0.9935,0.9116,0.0213,0.0,0.069,0.1667,0.2083,0.0215,0.0168,0.0271,0.0,0.0,0.021,0.0749,0.9935,0.9151,0.0192,0.0,0.069,0.1667,0.2083,0.022,0.0184,0.0282,0.0,0.0,0.0208,0.0761,0.9935,0.9128,0.021,0.0,0.069,0.1667,0.2083,0.0219,0.0171,0.0275,0.0,0.0,reg oper account,block of flats,0.0213,Panel,No,7.0,1.0,7.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,4,4,1,entre 27-40 ans,credit remboursé
628,628,100718,0.0,Cash loans,F,N,Y,2,234000.0,360000.0,26325.0,360000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.04622,9.0,1,1,0,1,0,0,Laborers,4.0,1,1,THURSDAY,13,0,0,0,0,0,0,Housing,0.7589414660880455,0.7007002517588631,0.3296550543128238,0.088,0.0765,0.9816,0.7552,0.0213,0.0,0.1379,0.1667,0.2083,0.0482,0.0756,0.0749,0.0,0.0036,0.084,0.0749,0.9816,0.7648,0.0192,0.0,0.1379,0.1667,0.2083,0.0459,0.0771,0.0733,0.0,0.0011,0.0874,0.0761,0.9816,0.7585,0.021,0.0,0.1379,0.1667,0.2083,0.0487,0.077,0.0754,0.0,0.0031,reg oper account,block of flats,0.069,Panel,No,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,3,5,4,4,1,entre 40-50 ans,credit non remboursé
629,629,100719,0.0,Cash loans,F,Y,Y,0,292500.0,746280.0,59094.0,675000.0,Family,Working,Higher education,Married,House / apartment,0.04622,7.0,1,1,0,1,0,0,Medicine staff,2.0,1,1,MONDAY,14,0,0,0,0,0,0,Self-employed,0.4725638334331403,0.7694671581187175,0.5334816299804352,0.0052,0.0,0.9508,0.3268,0.001,0.0,0.0345,0.0417,0.0833,0.0482,0.0042,0.0058,0.0,0.0,0.0053,0.0,0.9508,0.3532,0.001,0.0,0.0345,0.0417,0.0833,0.0459,0.0046,0.006,0.0,0.0,0.0052,0.0,0.9508,0.3358,0.001,0.0,0.0345,0.0417,0.0833,0.0487,0.0043,0.0059,0.0,0.0,reg oper account,block of flats,0.0045,"Stone, brick",No,5.0,0.0,5.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0,2,2,1,4,2,entre 27-40 ans,credit non remboursé
630,630,100720,0.0,Cash loans,F,N,Y,1,90000.0,135000.0,14305.5,135000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.025164,9.0,1,1,1,1,0,0,Medicine staff,3.0,2,2,THURSDAY,11,0,0,0,1,1,0,Medicine,0.5061548086628039,0.2488972715366455,0.5814837058057234,0.088,0.0765,0.9816,0.7552,0.0213,0.0,0.1379,0.1667,0.2083,0.0482,0.0756,0.0749,0.0,0.0036,0.084,0.0749,0.9816,0.7648,0.0192,0.0,0.1379,0.1667,0.2083,0.0459,0.0771,0.0733,0.0,0.0011,0.0874,0.0761,0.9816,0.7585,0.021,0.0,0.1379,0.1667,0.2083,0.0487,0.077,0.0754,0.0,0.0031,reg oper account,block of flats,0.069,Panel,No,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,3,3,1,moins de 27 ans,credit non remboursé
631,631,100721,0.0,Cash loans,F,Y,Y,1,216000.0,868500.0,25393.5,868500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.0145199999999999,3.0,1,0,0,1,0,0,Laborers,3.0,2,2,TUESDAY,9,0,0,0,0,0,0,XNA,0.7236011526263307,0.5436312594232721,0.5334816299804352,0.088,0.0765,0.9816,0.7552,0.0213,0.0,0.1379,0.1667,0.2083,0.0482,0.0756,0.0749,0.0,0.0036,0.084,0.0749,0.9816,0.7648,0.0192,0.0,0.1379,0.1667,0.2083,0.0459,0.0771,0.0733,0.0,0.0011,0.0874,0.0761,0.9816,0.7585,0.021,0.0,0.1379,0.1667,0.2083,0.0487,0.077,0.0754,0.0,0.0031,reg oper account,block of flats,0.069,Panel,No,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,4,3,5,4,1,entre 50-65 ans,credit non remboursé
632,632,100722,0.0,Cash loans,M,Y,Y,0,540000.0,545040.0,26640.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,0.0,1,1,1,1,0,1,Laborers,2.0,2,2,FRIDAY,13,0,0,0,0,0,0,Agriculture,0.6471397470606013,0.6810531410343084,0.5280927512030451,0.088,0.0765,0.9816,0.7552,0.0213,0.0,0.1379,0.1667,0.2083,0.0482,0.0756,0.0749,0.0,0.0036,0.084,0.0749,0.9816,0.7648,0.0192,0.0,0.1379,0.1667,0.2083,0.0459,0.0771,0.0733,0.0,0.0011,0.0874,0.0761,0.9816,0.7585,0.021,0.0,0.1379,0.1667,0.2083,0.0487,0.077,0.0754,0.0,0.0031,reg oper account,block of flats,0.069,Panel,No,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,3,2,5,4,4,entre 40-50 ans,credit non remboursé
633,633,100723,0.0,Cash loans,F,Y,N,1,202500.0,227520.0,18103.5,180000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.0096569999999999,4.0,1,1,0,1,0,0,Laborers,3.0,2,2,MONDAY,10,0,0,0,0,0,0,Transport: type 4,0.5061548086628039,0.3938399807684076,0.5334816299804352,0.133,0.1555,0.9801,0.728,0.0582,0.0,0.2759,0.1667,0.2083,0.0953,0.1084,0.1495,0.0,0.0,0.1355,0.1614,0.9801,0.7387,0.0588,0.0,0.2759,0.1667,0.2083,0.0975,0.1185,0.1557,0.0,0.0,0.1343,0.1555,0.9801,0.7316,0.0586,0.0,0.2759,0.1667,0.2083,0.097,0.1103,0.1521,0.0,0.0,reg oper account,block of flats,0.1175,"Stone, brick",No,2.0,0.0,2.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,2,2,3,4,1,entre 27-40 ans,credit non remboursé
634,634,100724,0.0,Cash loans,F,N,Y,2,112500.0,312768.0,16506.0,270000.0,Unaccompanied,Working,Incomplete higher,Civil marriage,House / apartment,0.00712,9.0,1,1,0,1,0,0,Core staff,4.0,2,2,THURSDAY,15,0,0,0,0,0,0,Trade: type 3,0.5570924348057287,0.6068838048632424,0.1419915427739129,0.2278,0.1516,0.9821,0.7552,0.0213,0.24,0.2069,0.3333,0.375,0.0914,0.1858,0.1318,0.0,0.0,0.2321,0.1574,0.9821,0.7648,0.0192,0.2417,0.2069,0.3333,0.375,0.0935,0.2029,0.1373,0.0,0.0,0.23,0.1516,0.9821,0.7585,0.021,0.24,0.2069,0.3333,0.375,0.093,0.189,0.1342,0.0,0.0,reg oper spec account,block of flats,0.174,Panel,No,2.0,0.0,2.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,5,4,1,entre 40-50 ans,credit non remboursé
635,635,100725,0.0,Cash loans,F,Y,Y,1,112500.0,1223010.0,51948.0,1125000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.004849,7.0,1,1,0,1,1,0,Laborers,3.0,2,2,WEDNESDAY,17,0,0,0,0,0,0,Business Entity Type 3,0.5061548086628039,0.6239045902276712,0.8106180215523969,0.1354,0.1109,0.9811,0.7416,0.0201,0.08,0.1838,0.2221,0.2638,0.1264,0.1104,0.0834,0.0,0.0,0.0735,0.0783,0.9811,0.7517,0.0095,0.0,0.2069,0.1667,0.2083,0.0854,0.0643,0.0471,0.0,0.0,0.1041,0.1065,0.9811,0.7451,0.0112,0.0,0.2069,0.1667,0.2083,0.0855,0.0855,0.065,0.0,0.0,reg oper spec account,block of flats,0.1703,Panel,No,1.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,4,3,2,entre 27-40 ans,credit non remboursé
636,636,100726,0.0,Cash loans,M,Y,N,0,202500.0,450000.0,17271.0,450000.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.025164,64.0,1,1,0,1,0,0,Drivers,2.0,2,2,SATURDAY,9,0,0,0,1,1,0,Business Entity Type 3,0.5061548086628039,0.0625447551901638,0.3139166772114369,0.088,0.0765,0.9816,0.7552,0.0213,0.0,0.1379,0.1667,0.2083,0.0482,0.0756,0.0749,0.0,0.0036,0.084,0.0749,0.9816,0.7648,0.0192,0.0,0.1379,0.1667,0.2083,0.0459,0.0771,0.0733,0.0,0.0011,0.0874,0.0761,0.9816,0.7585,0.021,0.0,0.1379,0.1667,0.2083,0.0487,0.077,0.0754,0.0,0.0031,reg oper account,block of flats,0.069,Panel,No,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,3,2,entre 27-40 ans,credit non remboursé
637,637,100727,0.0,Cash loans,F,Y,Y,0,112500.0,284400.0,10345.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.030755,64.0,1,1,0,1,0,0,Sales staff,1.0,2,2,TUESDAY,11,0,0,0,0,1,1,Self-employed,0.5368013305307875,0.6700927703719254,0.646329897706246,0.088,0.0765,0.9816,0.7552,0.0213,0.0,0.1379,0.1667,0.2083,0.0482,0.0756,0.0749,0.0,0.0036,0.084,0.0749,0.9816,0.7648,0.0192,0.0,0.1379,0.1667,0.2083,0.0459,0.0771,0.0733,0.0,0.0011,0.0874,0.0761,0.9816,0.7585,0.021,0.0,0.1379,0.1667,0.2083,0.0487,0.077,0.0754,0.0,0.0031,reg oper account,block of flats,0.069,Panel,No,1.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0,3,2,5,1,1,entre 40-50 ans,credit non remboursé
638,638,100728,0.0,Cash loans,F,N,N,0,112500.0,555273.0,16366.5,463500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,With parents,0.030755,9.0,1,1,0,1,0,0,Medicine staff,2.0,2,2,SATURDAY,14,0,0,0,0,0,0,Medicine,0.5061548086628039,0.1596792335026377,0.524496446363472,0.0625,0.0569,0.9811,0.7416,0.0094,0.0,0.1262,0.1108,0.1525,0.0043,0.0269,0.0493,0.0,0.0073,0.0788,0.0,0.9796,0.7321,0.0,0.0,0.1724,0.1667,0.2083,0.0,0.0294,0.0095,0.0,0.0,0.0781,0.0847,0.9816,0.7518,0.0139,0.0,0.1724,0.1667,0.2083,0.0,0.0274,0.0698,0.0,0.0,reg oper account,block of flats,0.0618,Panel,No,4.0,0.0,4.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.0,0.0,6.0,3,4,5,2,1,entre 40-50 ans,credit non remboursé
639,639,100730,0.0,Cash loans,F,N,Y,1,315000.0,1971072.0,62019.0,1800000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.032561,9.0,1,1,0,1,0,0,Accountants,3.0,1,1,MONDAY,15,0,0,0,0,0,0,Business Entity Type 1,0.8558699836989857,0.7835429391645801,0.6279908192952864,0.088,0.0765,0.9816,0.7552,0.0213,0.0,0.1379,0.1667,0.2083,0.0482,0.0756,0.0749,0.0,0.0036,0.084,0.0749,0.9816,0.7648,0.0192,0.0,0.1379,0.1667,0.2083,0.0459,0.0771,0.0733,0.0,0.0011,0.0874,0.0761,0.9816,0.7585,0.021,0.0,0.1379,0.1667,0.2083,0.0487,0.077,0.0754,0.0,0.0031,reg oper account,block of flats,0.069,Panel,No,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,3,3,4,1,1,entre 40-50 ans,credit non remboursé
640,640,100731,0.0,Revolving loans,F,Y,Y,1,112500.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,14.0,1,1,0,1,1,0,Laborers,3.0,2,2,FRIDAY,9,0,0,0,0,0,0,Business Entity Type 2,0.4948451471160607,0.7322716558393321,0.6785676886853644,0.088,0.0765,0.9816,0.7552,0.0213,0.0,0.1379,0.1667,0.2083,0.0482,0.0756,0.0749,0.0,0.0036,0.084,0.0749,0.9816,0.7648,0.0192,0.0,0.1379,0.1667,0.2083,0.0459,0.0771,0.0733,0.0,0.0011,0.0874,0.0761,0.9816,0.7585,0.021,0.0,0.1379,0.1667,0.2083,0.0487,0.077,0.0754,0.0,0.0031,reg oper account,block of flats,0.069,Panel,No,6.0,1.0,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,2,2,4,4,2,entre 27-40 ans,credit non remboursé
641,641,100732,0.0,Cash loans,F,N,Y,0,225000.0,450000.0,22018.5,450000.0,Family,Working,Incomplete higher,Married,House / apartment,0.028663,9.0,1,1,1,1,1,0,Laborers,2.0,2,2,MONDAY,17,0,0,0,0,0,0,Services,0.5061548086628039,0.5569267731180002,0.5334816299804352,0.088,0.0765,0.9816,0.7552,0.0213,0.0,0.1379,0.1667,0.2083,0.0482,0.0756,0.0749,0.0,0.0036,0.084,0.0749,0.9816,0.7648,0.0192,0.0,0.1379,0.1667,0.2083,0.0459,0.0771,0.0733,0.0,0.0011,0.0874,0.0761,0.9816,0.7585,0.021,0.0,0.1379,0.1667,0.2083,0.0487,0.077,0.0754,0.0,0.0031,reg oper account,block of flats,0.069,Panel,No,1.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,1,1,entre 27-40 ans,credit non remboursé
642,642,100733,0.0,Cash loans,F,N,N,0,157500.0,450000.0,20979.0,450000.0,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.006233,9.0,1,1,0,1,1,0,Core staff,2.0,2,2,MONDAY,18,0,0,0,0,0,0,Insurance,0.097044215520339,0.6735448169386311,0.326475210066026,0.066,0.004,0.9757,0.7552,0.0213,0.0,0.1379,0.1667,0.2083,0.046,0.0756,0.0512,0.0,0.102,0.0672,0.0041,0.9757,0.7648,0.0192,0.0,0.1379,0.1667,0.2083,0.047,0.0771,0.0534,0.0,0.108,0.0666,0.004,0.9757,0.7585,0.021,0.0,0.1379,0.1667,0.2083,0.0468,0.077,0.0521,0.0,0.1041,reg oper account,block of flats,0.0622,"Stone, brick",No,1.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,4,4,1,entre 27-40 ans,credit non remboursé
643,643,100734,0.0,Cash loans,F,Y,Y,1,157500.0,1218375.0,51750.0,1089000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.031329,4.0,1,1,0,1,1,1,High skill tech staff,3.0,2,2,THURSDAY,7,0,0,0,0,0,0,Industry: type 7,0.7864997083569245,0.5496953558012253,0.6161216908872079,0.0619,0.0486,0.9767,0.7552,0.0213,0.0,0.1379,0.1667,0.2083,0.0545,0.0756,0.0521,0.0,0.0475,0.063,0.0505,0.9767,0.7648,0.0192,0.0,0.1379,0.1667,0.2083,0.0558,0.0771,0.0543,0.0,0.0503,0.0625,0.0486,0.9767,0.7585,0.021,0.0,0.1379,0.1667,0.2083,0.0555,0.077,0.053,0.0,0.0485,reg oper account,block of flats,0.0513,Block,No,5.0,0.0,5.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,2,4,4,4,3,entre 27-40 ans,credit non remboursé
644,644,100735,0.0,Cash loans,F,Y,Y,1,292500.0,720000.0,25636.5,720000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.026392,2.0,1,1,0,1,0,0,Medicine staff,3.0,2,2,TUESDAY,17,0,0,0,0,0,0,Medicine,0.4652445426432417,0.6260879356711869,0.4794489811780563,0.1402,0.0765,0.9965,0.7552,0.0213,0.12,0.1034,0.375,0.2083,0.0482,0.0756,0.0746,0.0,0.2248,0.1429,0.0749,0.9965,0.7648,0.0192,0.1208,0.1034,0.375,0.2083,0.0459,0.0771,0.0777,0.0,0.2379,0.1416,0.0761,0.9965,0.7585,0.021,0.12,0.1034,0.375,0.2083,0.0487,0.077,0.0759,0.0,0.2295,reg oper account,block of flats,0.1075,Mixed,No,4.0,0.0,4.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,2,5,3,3,3,entre 27-40 ans,credit non remboursé
645,645,100736,0.0,Cash loans,M,Y,N,0,112500.0,1080000.0,34839.0,1080000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.011703,10.0,1,1,1,1,1,0,Laborers,2.0,2,2,THURSDAY,11,0,0,0,0,0,0,Housing,0.5061548086628039,0.6984252336192687,0.4578995512067301,0.2598,0.1403,0.9816,0.7484,0.0628,0.28,0.2414,0.3333,0.375,0.2233,0.2118,0.2756,0.0,0.0015,0.2647,0.1456,0.9816,0.7583,0.0634,0.282,0.2414,0.3333,0.375,0.2284,0.2314,0.2872,0.0,0.0015,0.2623,0.1403,0.9816,0.7518,0.0632,0.28,0.2414,0.3333,0.375,0.2272,0.2155,0.2806,0.0,0.0015,reg oper spec account,block of flats,0.2682,Panel,No,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0,4,4,5,4,1,entre 50-65 ans,credit non remboursé
646,646,100737,0.0,Cash loans,F,N,Y,0,112500.0,247275.0,17208.0,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,0.035792,9.0,1,0,0,1,0,0,Laborers,1.0,2,2,FRIDAY,13,0,0,0,0,0,0,XNA,0.5061548086628039,0.6203832643212274,0.8214433128935934,0.088,0.0765,0.9816,0.7552,0.0213,0.0,0.1379,0.1667,0.2083,0.0482,0.0756,0.0749,0.0,0.0036,0.084,0.0749,0.9816,0.7648,0.0192,0.0,0.1379,0.1667,0.2083,0.0459,0.0771,0.0733,0.0,0.0011,0.0874,0.0761,0.9816,0.7585,0.021,0.0,0.1379,0.1667,0.2083,0.0487,0.077,0.0754,0.0,0.0031,reg oper account,block of flats,0.069,Panel,No,8.0,0.0,8.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,5,3,5,4,2,entre 65-99 ans,credit non remboursé
647,647,100738,0.0,Revolving loans,F,N,Y,2,135000.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020246,9.0,1,1,0,1,1,0,Laborers,4.0,3,3,FRIDAY,11,0,0,0,0,0,0,Self-employed,0.49973984404142,0.4351975604940637,0.3723336657058204,0.0392,0.135,0.9717,0.6124,0.0102,0.0,0.1724,0.0833,0.125,0.0234,0.0303,0.0522,0.0077,0.096,0.0399,0.1401,0.9717,0.6276,0.0102,0.0,0.1724,0.0833,0.125,0.024,0.0331,0.0544,0.0078,0.1016,0.0396,0.135,0.9717,0.6176,0.0102,0.0,0.1724,0.0833,0.125,0.0238,0.0308,0.0532,0.0078,0.098,reg oper account,block of flats,0.0564,"Stone, brick",No,2.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,2,4,3,entre 27-40 ans,credit non remboursé
648,648,100739,0.0,Revolving loans,F,N,Y,2,216000.0,337500.0,16875.0,337500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.04622,9.0,1,1,0,1,1,0,Accountants,4.0,1,1,FRIDAY,18,1,1,0,0,0,0,Business Entity Type 3,0.4670637353833613,0.7291650149007555,0.7366226976503176,0.088,0.0765,0.9816,0.7552,0.0213,0.0,0.1379,0.1667,0.2083,0.0482,0.0756,0.0749,0.0,0.0036,0.084,0.0749,0.9816,0.7648,0.0192,0.0,0.1379,0.1667,0.2083,0.0459,0.0771,0.0733,0.0,0.0011,0.0874,0.0761,0.9816,0.7585,0.021,0.0,0.1379,0.1667,0.2083,0.0487,0.077,0.0754,0.0,0.0031,reg oper account,block of flats,0.069,Panel,No,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,1,4,1,entre 27-40 ans,credit non remboursé
